transaction_id,transaction_date,transaction_time,transaction_type,item_code,item_name,category,subcategory,supplier_name,po_reference,invoice_reference,lot_number,quantity,unit,unit_cost,total_cost,location,recorded_by,expiration_date,notes
TXN-101398,2026-08-27,08:00,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40560,INV-58344,LOT-260827-60,5.0,case,26.87,134.35,Main Kitchen Cooler,D. Alvarez,2026-09-10,
TXN-101399,2026-08-27,06:32,adjustment,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,2.21,case (12x750ml),93.35,206.3,Bar Storage,L. Kim,,Recount after audit
TXN-101400,2026-08-27,16:35,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40340,INV-58498,LOT-260827-81,3.0,case,27.22,81.66,Main Kitchen Cooler,T. Fischer,2026-09-10,
TXN-101401,2026-08-27,06:06,adjustment,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-2.22,block,123.64,-274.48,Main Kitchen Cooler,M. Osei,,System entry error
TXN-101402,2026-08-27,07:23,stock_in,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,PO-40416,INV-58655,LOT-260827-98,2.0,case (12x1lb),21.17,42.34,Dry Storage Room,C. Romero,2028-08-26,
TXN-101403,2026-08-27,18:50,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40283,INV-58216,LOT-260827-67,6.0,block,114.53,687.18,Main Kitchen Cooler,M. Osei,2026-10-11,
TXN-101404,2026-08-27,07:22,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40497,INV-58293,LOT-260827-79,31.98,lb,5.76,184.2,Main Kitchen Cooler,M. Osei,2026-08-29,
TXN-101405,2026-08-27,09:10,stock_in,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,PO-40298,INV-58590,LOT-260827-90,5.0,case,32.97,164.85,Main Kitchen Cooler,M. Osei,2026-09-03,Short delivery vs PO — see delivery receipt
TXN-101406,2026-08-27,10:13,waste,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-1.0,case (24ct),14.68,-14.68,Bar Storage,R. Patel,,Quality reject
TXN-101407,2026-08-27,18:31,waste,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-2.0,case,46.48,-92.96,Main Kitchen Cooler,M. Osei,,Damaged in delivery
TXN-101408,2026-08-28,06:42,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-14.04,lb,11.52,-161.74,Main Kitchen Cooler,,,
TXN-101409,2026-08-28,20:06,stock_in,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,PO-40219,INV-58707,LOT-260828-27,5.0,case (48ct),28.78,143.9,Dry Storage Room,R. Patel,2026-09-02,
TXN-101410,2026-08-28,16:20,waste,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-1.38,LB,22.63,-31.23,Main Kitchen Cooler,R. Patel,,Dropped/contaminated
TXN-101411,2026-08-28,20:24,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-4.0,case,13.7,-54.8,Main Kitchen Cooler,L. Kim,,
TXN-101412,2026-08-28,17:19,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-2.0,case,29.57,-59.14,Main Kitchen Cooler,M. Osei,,
TXN-101413,2026-08-28,20:06,stock_out,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-2.0,case (12x750ml),89.78,-179.56,Bar Storage,M. Osei,,
TXN-101414,2026-08-28,18:05,stock_in,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,PO-40878,INV-58663,LOT-260828-79,3.0,case,35.19,105.57,Main Kitchen Cooler,L. Kim,2026-09-02,
TXN-101415,2026-08-28,07:57,stock_out,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,-2.0,keg,154.99,-309.98,Bar Storage,M. Osei,,
TXN-101416,2026-08-28,07:04,stock_out,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,-1.87,LB,6.37,-11.91,Main Kitchen Cooler,D. Alvarez,,
TXN-101417,2026-08-28,07:16,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-1.0,25lb bag,11.77,-11.77,Dry Storage Room,L. Kim,,
TXN-101418,2026-08-28,07:40,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,36.33,-108.99,Main Kitchen Cooler,T. Fischer,,
TXN-101419,2026-08-28,10:00,stock_in,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,PO-40690,INV-58847,LOT-260828-34,6.0,case (24ct),15.26,91.56,Bar Storage,R. Patel,2027-08-28,
TXN-101420,2026-08-28,07:25,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40692,INV-58394,LOT-260828-44,8.0,case (12x750ml),94.64,757.12,Bar Storage,J. Nguyen,2028-08-27,
TXN-101421,2026-08-28,10:37,adjustment,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-1.85,lb,10.81,-20.0,Main Kitchen Cooler,J. Nguyen,,System entry error
TXN-101422,2026-08-28,06:14,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40848,INV-58173,LOT-260828-97,8.0,block,123.56,988.48,Main Kitchen Cooler,R. Patel,2026-10-12,
TXN-101423,2026-08-28,06:26,waste,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-0.71,lb,6.1,-4.33,Main Kitchen Cooler,J. Nguyen,,Prep trim loss
TXN-101424,2026-08-28,10:42,adjustment,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,,,,0.11,lb,14.85,1.63,Main Kitchen Cooler,T. Fischer,,System entry error
TXN-101425,2026-08-29,08:27,stock_out,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-1.0,block,109.45,-109.45,Main Kitchen Cooler,R. Patel,,
TXN-101426,2026-08-29,08:26,stock_out,PRD-9902, Brioche Burger Buns ,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,case (48ct),27.53,-27.53,Dry Storage Room,M. Osei,,
TXN-101427,2026-08-29,11:22,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40305,INV-58804,LOT-260829-45,3.0,case (12x750ml),91.77,275.31,Bar Storage,L. Kim,2028-08-28,
TXN-101428,2026-08-29,16:31,waste,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-2.05,lb,15.95,-32.7,Main Kitchen Cooler,C. Romero,,Over-prepped
TXN-101429,2026-08-29,17:06,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-2.0,25lb bag,11.28,-22.56,Dry Storage Room,L. Kim,,
TXN-101430,2026-08-29,08:16,stock_in,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,PO-40784,INV-58669,LOT-260829-88,7.0,case,25.77,180.39,Main Kitchen Cooler,C. Romero,2026-09-03,
TXN-101431,2026-08-29,09:49,adjustment,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,1.14,CASE,27.54,31.4,Main Kitchen Cooler,C. Romero,,Recount after audit
TXN-101432,2026-08-29,10:16,stock_out,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-10.59,lb,6.94,-73.49,Main Kitchen Cooler,J. Nguyen,,
TXN-101433,2026-08-29,07:24,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,34.73,-69.46,Main Kitchen Cooler,J. Nguyen,,
TXN-101434,2026-08-29,11:14,stock_out,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-2.0,BLOCK,120.09,-240.18,Main Kitchen Cooler,T. Fischer,,
TXN-101435,2026-08-29,08:29,transfer,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,2.0,25lb bag,25.99,51.98,Main Kitchen Cooler,C. Romero,,Transferred to Walk-In Freezer
TXN-101436,2026-08-29,08:00,stock_in,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,PO-40387,INV-58758,LOT-260829-85,7.0,25lb bag,10.84,75.88,Dry Storage Room,R. Patel,2029-08-28,
TXN-101437,2026-08-29,13:47,waste,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-3.22,lb,5.05,-16.26,Main Kitchen Cooler,D. Alvarez,,Expired
TXN-101438,2026-08-29,11:52,transfer,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,5.96,lb,11.95,71.22,Prep Station Fridge,D. Alvarez,,Transferred to Bar Storage
TXN-101439,2026-08-29,09:59,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-5.68,lb,11.16,-63.39,Main Kitchen Cooler,T. Fischer,,
TXN-101440,2026-08-29,08:12,stock_in,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,PO-40855,INV-58146,LOT-260829-32,2.0,case,34.5,69.0,Main Kitchen Cooler,J. Nguyen,2026-09-03,
TXN-101441,2026-08-29,07:46,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40742,INV-58874,LOT-260829-48,36.67,LB,5.62,206.09,Main Kitchen Cooler,L. Kim,2026-08-31,
TXN-101442,2026-08-30,13:11,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-10.42,GAL,10.36,-107.95,Main Kitchen Cooler,D. Alvarez,,
TXN-101443,2026-08-30,08:44,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40632,INV-58830,LOT-260830-81,7.0,25lb bag,26.71,186.97,Dry Storage Room,T. Fischer,2028-08-29,
TXN-101444,2026-08-30,07:53,transfer,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,3.0,50lb bag,23.6,70.8,Walk-In Freezer,R. Patel,,Transferred to Prep Station Fridge
TXN-101445,2026-08-30,17:51,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-11.69,lb,4.48,-52.37,Main Kitchen Cooler,R. Patel,,
TXN-101446,2026-08-30,07:50,transfer,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,2.0,sack,17.7,35.4,Main Kitchen Cooler,T. Fischer,,Transferred to Bar Storage
TXN-101447,2026-08-30,07:34,stock_in,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,PO-40346,INV-58151,LOT-260830-75,7.0,case,14.88,104.16,Main Kitchen Cooler,L. Kim,2026-09-04,
TXN-101448,2026-08-30,08:21,stock_in,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40145,INV-58537,LOT-260830-72,5.0,case (12x750ml),94.72,473.6,Bar Storage,L. Kim,2028-08-29,
TXN-101449,2026-08-30,07:27,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,27.5,-82.5,Main Kitchen Cooler,T. Fischer,,
TXN-101450,2026-08-30,18:00,stock_in,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,PO-40807,INV-58124,LOT-260830-13,6.0,50lb bag,22.97,137.82,Dry Storage Room,D. Alvarez,2027-08-30,
TXN-101451,2026-08-30,18:06,stock_out,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,-6.87,lb,5.95,-40.88,Main Kitchen Cooler,T. Fischer,,
TXN-101452,2026-08-30,07:22,stock_in,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,PO-40616,INV-58761,LOT-260830-47,13.89,lb,13.97,194.04,Main Kitchen Cooler,L. Kim,2026-09-04,
TXN-101453,2026-08-30,11:33,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-4.0,case (12x750ml),83.9,-335.6,Bar Storage,J. Nguyen,,
TXN-101454,2026-08-30,11:02,stock_out,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-7.85,lb,22.38,-175.68,Main Kitchen Cooler,,,
TXN-101455,2026-08-30,16:21,stock_out,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-1.0,block,123.16,-123.16,Main Kitchen Cooler,M. Osei,,
TXN-101456,2026-08-31,08:32,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40777,INV-58150,LOT-260831-56,3.0,25lb bag,26.96,80.88,Dry Storage Room,M. Osei,2028-08-30,
TXN-101457,2026-08-31,08:15,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40671,INV-58571,LOT-260831-89,4.0,case (72ct),67.65,270.6,Walk-In Freezer,M. Osei,2026-11-29,Received in good condition
TXN-101458,2026-08-31,07:03,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40225,INV-58501,LOT-260831-42,3.0,case (12x750ml),89.04,267.12,Bar Storage,L. Kim,2028-08-30,
TXN-101459,2026-08-31,16:11,adjustment,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,0.28,lb,4.83,1.35,Main Kitchen Cooler,J. Nguyen,,System entry error
TXN-101460,2026-08-31,08:09,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,30.16,-90.48,Main Kitchen Cooler,R. Patel,,
TXN-101461,2026-08-31,16:46,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,35.32,-70.64,Main Kitchen Cooler,D. Alvarez,,
TXN-101462,2026-08-31,20:33,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-2.0,25lb bag,10.3,-20.6,Dry Storage Room,L. Kim,,
TXN-101463,2026-08-31,16:24,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40482,INV-58875,LOT-260831-47,2.0,case (6x1L),62.14,124.28,Dry Storage Room,L. Kim,2027-08-31,
TXN-101464,2026-08-31,08:12,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-4.0,case (12x750ml),95.92,-383.68,Bar Storage,D. Alvarez,,
TXN-101465,2026-08-31,13:36,transfer,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,5.8,lb,6.21,36.02,Dry Storage Room,T. Fischer,,Transferred to Bar Storage
TXN-101466,2026-08-31,08:21,waste,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-3.68,gal,3.95,-14.54,Main Kitchen Cooler,C. Romero,,Quality reject
TXN-101467,2026-09-01,08:15,adjustment,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-1.77,sack,26.73,-47.31,Dry Storage Room,L. Kim,,Recount after audit
TXN-101468,2026-09-01,08:51,stock_out,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-2.55,lb,5.99,-15.27,Main Kitchen Cooler,D. Alvarez,,
TXN-101469,2026-09-01,14:12,stock_out,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-4.0,lb,5.98,-23.92,Main Kitchen Cooler,T. Fischer,,
TXN-101470,2026-09-01,06:56,adjustment,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,,,,-0.56,lb,14.25,-7.98,Main Kitchen Cooler,D. Alvarez,,Cycle count correction
TXN-101471,2026-09-01,07:29,adjustment,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,,,,2.76,LB,16.28,44.93,Main Kitchen Cooler,L. Kim,,Cycle count correction
TXN-101472,2026-09-01,09:49,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-6.52,lb,14.92,-97.28,Main Kitchen Cooler,L. Kim,,
TXN-101473,2026-09-01,16:44,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (6x1L),60.13,-120.26,Dry Storage Room,L. Kim,,
TXN-101474,2026-09-01,14:43,transfer,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,1.0,25lb bag,28.24,28.24,Bar Storage,M. Osei,,Transferred to Prep Station Fridge
TXN-101475,2026-09-01,16:49,transfer,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,3.88,lb,6.44,24.99,Dry Storage Room,J. Nguyen,,Transferred to Prep Station Fridge
TXN-101476,2026-09-01,10:12,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40320,INV-58721,LOT-260901-87,2.0,case,30.03,60.06,Main Kitchen Cooler,C. Romero,2026-09-15,
TXN-101477,2026-09-01,17:47,adjustment,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,2.14,lb,4.69,10.04,Main Kitchen Cooler,C. Romero,,Unit conversion fix
TXN-101478,2026-09-01,09:15,waste,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-2.56,lb,14.55,-37.25,Main Kitchen Cooler,R. Patel,,Quality reject
TXN-101479,2026-09-02,06:02,waste,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,case (12x1lb),20.99,-41.98,Dry Storage Room,D. Alvarez,,Over-prepped
TXN-101480,2026-09-02,20:48,stock_in,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,PO-40566,INV-58174,LOT-260902-51,3.04,lb,12.85,39.06,Main Kitchen Cooler,T. Fischer,2026-09-07,
TXN-101481,2026-09-02,13:35,waste,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-1.0,sack,28.32,-28.32,Dry Storage Room,R. Patel,,Damaged in delivery
TXN-101482,2026-09-02,13:53,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-2.0,CASE,28.39,-56.78,Main Kitchen Cooler,D. Alvarez,,
TXN-101483,2026-09-02,18:12,adjustment,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-0.94,case (12x750ml),91.97,-86.45,Bar Storage,L. Kim,,System entry error
TXN-101484,2026-09-02,06:06,stock_out,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,,,,-10.17,LB,5.85,-59.49,Main Kitchen Cooler,T. Fischer,,
TXN-101485,2026-09-02,07:51,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,36.93,-73.86,Main Kitchen Cooler,D. Alvarez,,
TXN-101486,2026-09-02,14:45,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-8.81,gal,10.44,-91.98,Main Kitchen Cooler,R. Patel,,
TXN-101487,2026-09-02,16:38,waste,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-3.85,lb,7.02,-27.03,Main Kitchen Cooler,T. Fischer,,Damaged in delivery
TXN-101488,2026-09-02,13:50,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40682,INV-58354,LOT-260902-28,4.0,case (12x750ml),94.22,376.88,Bar Storage,M. Osei,2028-09-01,
TXN-101489,2026-09-03,07:11,transfer,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,5.2,gal,4.06,21.11,Walk-In Freezer,J. Nguyen,,Transferred to Walk-In Freezer
TXN-101490,2026-09-03,06:35,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,25lb bag,27.3,-54.6,Dry Storage Room,D. Alvarez,,
TXN-101491,2026-09-03,08:19,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40333,INV-58632,LOT-260903-87,5.0,each,4.05,20.25,Dry Storage Room,J. Nguyen,2026-09-06,
TXN-101492,2026-09-03,13:48,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40391,INV-58103,LOT-260903-54,1.0,case (12x750ml),100.9,100.9,Bar Storage,R. Patel,2028-09-02,
TXN-101493,2026-09-03,18:54,stock_in,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,PO-40881,INV-58467,LOT-260903-79,6.0,50LB BAG,21.67,130.02,Dry Storage Room,T. Fischer,2027-09-03,
TXN-101494,2026-09-03,07:59,stock_out,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,,,,-3.0,50lb bag,22.6,-67.8,Dry Storage Room,R. Patel,,
TXN-101495,2026-09-03,18:33,waste,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-1.0,case,26.59,-26.59,Main Kitchen Cooler,L. Kim,,Spoilage
TXN-101496,2026-09-03,14:50,stock_in,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40378,INV-58741,LOT-260903-15,6.0,case (12x750ml),95.04,570.24,Bar Storage,L. Kim,2028-09-02,Short delivery vs PO — see delivery receipt
TXN-101497,2026-09-03,13:27,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-9.21,LB,11.98,-110.34,Main Kitchen Cooler,R. Patel,,
TXN-101498,2026-09-03,07:05,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-3.0,case (6x1L),60.92,-182.76,Dry Storage Room,M. Osei,,
TXN-101499,2026-09-03,06:39,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,29.85,-89.55,Main Kitchen Cooler,T. Fischer,,
TXN-101500,2026-09-04,20:40,waste,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,25lb bag,29.4,-58.8,Dry Storage Room,R. Patel,,Damaged in delivery
TXN-101501,2026-09-04,08:01,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-4.0,case,46.36,-185.44,Main Kitchen Cooler,C. Romero,,
TXN-101502,2026-09-04,17:25,transfer,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,3.0,each,3.85,11.55,Prep Station Fridge,C. Romero,,Transferred to Prep Station Fridge
TXN-101503,2026-09-04,20:30,stock_out,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,,,,-4.0,each,66.2,-264.8,Bar Storage,J. Nguyen,,
TXN-101504,2026-09-04,13:43,stock_in,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,PO-40299,INV-58303,LOT-260904-35,22.27,lb,4.51,100.44,Main Kitchen Cooler,R. Patel,2026-09-08,
TXN-101505,2026-09-04,10:06,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40575,INV-58110,LOT-260904-36,19.75,gal,10.42,205.79,Main Kitchen Cooler,L. Kim,2026-09-14,
TXN-101506,2026-09-04,18:27,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40785,INV-58425,LOT-260904-26,3.0,case (6x1L),58.12,174.36,Dry Storage Room,R. Patel,2027-09-04,
TXN-101507,2026-09-04,13:18,transfer,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,2.0,CASE,33.16,66.32,Dry Storage Room,J. Nguyen,,Transferred to Main Kitchen Cooler
TXN-101508,2026-09-04,07:27,adjustment,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-1.35,lb,24.28,-32.78,Main Kitchen Cooler,J. Nguyen,,Unit conversion fix
TXN-101509,2026-09-04,07:57,stock_out,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-2.0,case (72ct),66.98,-133.96,Walk-In Freezer,T. Fischer,,
TXN-101510,2026-09-04,11:57,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-12.4,GAL,9.81,-121.64,Main Kitchen Cooler,J. Nguyen,,
TXN-101511,2026-09-04,13:21,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40848,INV-58803,LOT-260904-87,6.0,25lb bag,27.71,166.26,Dry Storage Room,R. Patel,2028-09-03,
TXN-101512,2026-09-04,07:34,waste,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-3.47,lb,6.21,-21.55,Main Kitchen Cooler,D. Alvarez,,Dropped/contaminated
TXN-101513,2026-09-04,17:37,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-8.4,lb,15.12,-127.01,Main Kitchen Cooler,R. Patel,,
TXN-101514,2026-09-04,11:15,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-4.0,sack,28.08,-112.32,Dry Storage Room,L. Kim,,
TXN-101515,2026-09-04,07:05,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-10.05,lb,10.66,-107.13,Main Kitchen Cooler,J. Nguyen,,
TXN-101516,2026-09-04,16:23,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-1.0,case (4x1gal),40.89,-40.89,Dry Storage Room,R. Patel,,
TXN-101517,2026-09-04,13:41,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,25.88,-77.64,Main Kitchen Cooler,C. Romero,,
TXN-101518,2026-09-04,13:37,adjustment,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,,,,0.21,lb,14.0,2.94,Main Kitchen Cooler,J. Nguyen,,Unit conversion fix
TXN-101519,2026-09-04,07:57,adjustment,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,2.51,lb,15.63,39.23,Main Kitchen Cooler,L. Kim,,Cycle count correction
TXN-101520,2026-09-04,17:38,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-3.0,case (12x750ml),86.41,-259.23,Bar Storage,M. Osei,,
